"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR906946_G1_23F_1999","ERR906947_G3_19A_2007","ERR906949_G5_NT_2010","ERR906950_G5_19A_2010","ERR906951_G5_23B_2010","ERR906952_G5_15A_2010","ERR906953_G5_19A_2010","ERR906954_G5_7C_2010"
"dprA","","DNA processing protein DprA","8","8","1","11","2697","","","","848","848","848","SPN_00608","c42d22b1a89013949a40735112065cff_776","1651352c2107c8e99d1e2755be326f79_1776","60840bfe9c73a8f6158b7bc25c0cbd81_886","a0f7cc78741c7df6a041aa1969fd6ff0_738","c456f1c0372d74d556a5dc3af636a419_592","731f4f343d163482ebf56e977393a970_1360","ca0cc224996876d0826ad521ee7078ca_1114"
"group_320","","hypothetical protein","8","8","1","11","2426","","","","479","728","625","SPN_00496","c42d22b1a89013949a40735112065cff_671","1651352c2107c8e99d1e2755be326f79_241","60840bfe9c73a8f6158b7bc25c0cbd81_1934","a0f7cc78741c7df6a041aa1969fd6ff0_626","c456f1c0372d74d556a5dc3af636a419_2131","731f4f343d163482ebf56e977393a970_931","ca0cc224996876d0826ad521ee7078ca_1226"
"msrC","","Free methionine-R-sulfoxide reductase","8","8","1","11","2341","","","","497","497","497","SPN_01692","c42d22b1a89013949a40735112065cff_1885","1651352c2107c8e99d1e2755be326f79_1895","60840bfe9c73a8f6158b7bc25c0cbd81_1315","a0f7cc78741c7df6a041aa1969fd6ff0_1233","c456f1c0372d74d556a5dc3af636a419_1077","731f4f343d163482ebf56e977393a970_424","ca0cc224996876d0826ad521ee7078ca_1918"
"galK_1","","Galactokinase","8","8","1","11","3103","","","","878","878","878","SPN_01015","c42d22b1a89013949a40735112065cff_1407","1651352c2107c8e99d1e2755be326f79_23","60840bfe9c73a8f6158b7bc25c0cbd81_123","a0f7cc78741c7df6a041aa1969fd6ff0_281","c456f1c0372d74d556a5dc3af636a419_826","731f4f343d163482ebf56e977393a970_642","ca0cc224996876d0826ad521ee7078ca_71"
"group_3202","","Putative NAD(P)H nitroreductase","8","8","1","11","1053","","","","605","605","605","SPN_00813","c42d22b1a89013949a40735112065cff_622","1651352c2107c8e99d1e2755be326f79_898","60840bfe9c73a8f6158b7bc25c0cbd81_1366","a0f7cc78741c7df6a041aa1969fd6ff0_489","c456f1c0372d74d556a5dc3af636a419_1327","731f4f343d163482ebf56e977393a970_360","ca0cc224996876d0826ad521ee7078ca_699"
"nfr2","","NADH-dependent flavin reductase subunit 2","8","8","1","11","2379","","","","605","605","605","SPN_00464","c42d22b1a89013949a40735112065cff_2011","1651352c2107c8e99d1e2755be326f79_281","60840bfe9c73a8f6158b7bc25c0cbd81_1802","a0f7cc78741c7df6a041aa1969fd6ff0_594","c456f1c0372d74d556a5dc3af636a419_1542","731f4f343d163482ebf56e977393a970_891","ca0cc224996876d0826ad521ee7078ca_1528"
"mutX_3","","8-oxo-dGTP diphosphatase","8","8","1","11","1889","","","","464","464","464","SPN_01938","c42d22b1a89013949a40735112065cff_638","1651352c2107c8e99d1e2755be326f79_1537","60840bfe9c73a8f6158b7bc25c0cbd81_1738","a0f7cc78741c7df6a041aa1969fd6ff0_2008","c456f1c0372d74d556a5dc3af636a419_835","731f4f343d163482ebf56e977393a970_1583","ca0cc224996876d0826ad521ee7078ca_1748"
"hflK","","Modulator of FtsH protease HflK","8","8","1","11","348","","","","899","899","899","SPN_01392","c42d22b1a89013949a40735112065cff_411","1651352c2107c8e99d1e2755be326f79_1185","60840bfe9c73a8f6158b7bc25c0cbd81_757","a0f7cc78741c7df6a041aa1969fd6ff0_1332","c456f1c0372d74d556a5dc3af636a419_995","731f4f343d163482ebf56e977393a970_1122","ca0cc224996876d0826ad521ee7078ca_1015"
"tenA_2","","Aminopyrimidine aminohydrolase","8","8","1","11","2563","","","","668","668","668","SPN_00707","c42d22b1a89013949a40735112065cff_938","1651352c2107c8e99d1e2755be326f79_703","60840bfe9c73a8f6158b7bc25c0cbd81_1642","a0f7cc78741c7df6a041aa1969fd6ff0_1708","c456f1c0372d74d556a5dc3af636a419_669","731f4f343d163482ebf56e977393a970_280","ca0cc224996876d0826ad521ee7078ca_932"
"paaI","","Acyl-coenzyme A thioesterase PaaI","8","8","1","11","1785","","","","404","404","404","SPN_00123","c42d22b1a89013949a40735112065cff_1298","1651352c2107c8e99d1e2755be326f79_1605","60840bfe9c73a8f6158b7bc25c0cbd81_578","a0f7cc78741c7df6a041aa1969fd6ff0_859","c456f1c0372d74d556a5dc3af636a419_58","731f4f343d163482ebf56e977393a970_1227","ca0cc224996876d0826ad521ee7078ca_428"
"aspS","","Aspartate--tRNA ligase","8","8","1","11","292","","","","1763","1763","1763","SPN_01434","c42d22b1a89013949a40735112065cff_452","1651352c2107c8e99d1e2755be326f79_2010","60840bfe9c73a8f6158b7bc25c0cbd81_716","a0f7cc78741c7df6a041aa1969fd6ff0_1909","c456f1c0372d74d556a5dc3af636a419_1221","731f4f343d163482ebf56e977393a970_1082","ca0cc224996876d0826ad521ee7078ca_1437"
"group_3209","","hypothetical protein","8","8","1","11","2401","","","","725","725","725","SPN_00486","c42d22b1a89013949a40735112065cff_1989","1651352c2107c8e99d1e2755be326f79_261","60840bfe9c73a8f6158b7bc25c0cbd81_1822","a0f7cc78741c7df6a041aa1969fd6ff0_616","c456f1c0372d74d556a5dc3af636a419_1562","731f4f343d163482ebf56e977393a970_911","ca0cc224996876d0826ad521ee7078ca_1506"
"group_321","","hypothetical protein","8","8","1","11","2583","","","","1634","1634","1634","SPN_00540","c42d22b1a89013949a40735112065cff_714","1651352c2107c8e99d1e2755be326f79_610","60840bfe9c73a8f6158b7bc25c0cbd81_822","a0f7cc78741c7df6a041aa1969fd6ff0_670","c456f1c0372d74d556a5dc3af636a419_1276","731f4f343d163482ebf56e977393a970_974","ca0cc224996876d0826ad521ee7078ca_1182"
"group_3210","","hypothetical protein","8","8","1","11","2343","","","","230","230","230","SPN_01986","c42d22b1a89013949a40735112065cff_1067","1651352c2107c8e99d1e2755be326f79_2095","60840bfe9c73a8f6158b7bc25c0cbd81_1311","a0f7cc78741c7df6a041aa1969fd6ff0_4","c456f1c0372d74d556a5dc3af636a419_1072","731f4f343d163482ebf56e977393a970_431","ca0cc224996876d0826ad521ee7078ca_643"
"grpE","","Protein GrpE","8","8","1","11","2967","","","","524","524","524","SPN_00904","c42d22b1a89013949a40735112065cff_532","1651352c2107c8e99d1e2755be326f79_403","60840bfe9c73a8f6158b7bc25c0cbd81_12","a0f7cc78741c7df6a041aa1969fd6ff0_391","c456f1c0372d74d556a5dc3af636a419_1939","731f4f343d163482ebf56e977393a970_534","ca0cc224996876d0826ad521ee7078ca_1816"
"coaA","","Pantothenate kinase","8","8","1","11","2099","","","","920","920","920","SPN_01961","c42d22b1a89013949a40735112065cff_1045","1651352c2107c8e99d1e2755be326f79_1906","60840bfe9c73a8f6158b7bc25c0cbd81_1916","a0f7cc78741c7df6a041aa1969fd6ff0_1263","c456f1c0372d74d556a5dc3af636a419_1053","731f4f343d163482ebf56e977393a970_452","ca0cc224996876d0826ad521ee7078ca_1988"
"group_3213","","hypothetical protein","8","8","1","11","3031","","","","215","215","215","SPN_00952","c42d22b1a89013949a40735112065cff_2080","1651352c2107c8e99d1e2755be326f79_447","60840bfe9c73a8f6158b7bc25c0cbd81_68","a0f7cc78741c7df6a041aa1969fd6ff0_344","c456f1c0372d74d556a5dc3af636a419_764","731f4f343d163482ebf56e977393a970_577","ca0cc224996876d0826ad521ee7078ca_6"
"group_3214","","hypothetical protein","8","8","1","11","1887","","","","260","260","260","SPN_01936","c42d22b1a89013949a40735112065cff_640","1651352c2107c8e99d1e2755be326f79_1539","60840bfe9c73a8f6158b7bc25c0cbd81_1740","a0f7cc78741c7df6a041aa1969fd6ff0_2010","c456f1c0372d74d556a5dc3af636a419_837","731f4f343d163482ebf56e977393a970_1585","ca0cc224996876d0826ad521ee7078ca_1750"
"group_3215","","hypothetical protein","8","8","1","11","312","","","","284","284","284","SPN_01417","c42d22b1a89013949a40735112065cff_435","1651352c2107c8e99d1e2755be326f79_1211","60840bfe9c73a8f6158b7bc25c0cbd81_733","a0f7cc78741c7df6a041aa1969fd6ff0_1892","c456f1c0372d74d556a5dc3af636a419_1234","731f4f343d163482ebf56e977393a970_1098","ca0cc224996876d0826ad521ee7078ca_1421"
"dtd","","D-aminoacyl-tRNA deacylase","8","8","1","11","2058","","","","443","443","443","SPN_00315","c42d22b1a89013949a40735112065cff_1932","1651352c2107c8e99d1e2755be326f79_1481","60840bfe9c73a8f6158b7bc25c0cbd81_404","a0f7cc78741c7df6a041aa1969fd6ff0_1042","c456f1c0372d74d556a5dc3af636a419_266","731f4f343d163482ebf56e977393a970_131","ca0cc224996876d0826ad521ee7078ca_636"
"hslR","","Heat shock protein 15","8","8","1","11","3347","","","","266","266","266","SPN_01302","c42d22b1a89013949a40735112065cff_1203","1651352c2107c8e99d1e2755be326f79_1723","60840bfe9c73a8f6158b7bc25c0cbd81_1269","a0f7cc78741c7df6a041aa1969fd6ff0_1557","c456f1c0372d74d556a5dc3af636a419_2060","731f4f343d163482ebf56e977393a970_1891","ca0cc224996876d0826ad521ee7078ca_1105"
"yicL_1","","putative inner membrane transporter YicL","8","8","1","11","2403","","","","896","896","896","SPN_00488","c42d22b1a89013949a40735112065cff_1987","1651352c2107c8e99d1e2755be326f79_259","60840bfe9c73a8f6158b7bc25c0cbd81_1824","a0f7cc78741c7df6a041aa1969fd6ff0_618","c456f1c0372d74d556a5dc3af636a419_1564","731f4f343d163482ebf56e977393a970_913","ca0cc224996876d0826ad521ee7078ca_1504"
"aqpZ2","","Aquaporin Z 2","8","8","1","11","1683","","","","668","668","668","SPN_00202","c42d22b1a89013949a40735112065cff_1222","1651352c2107c8e99d1e2755be326f79_233","60840bfe9c73a8f6158b7bc25c0cbd81_513","a0f7cc78741c7df6a041aa1969fd6ff0_929","c456f1c0372d74d556a5dc3af636a419_132","731f4f343d163482ebf56e977393a970_1159","ca0cc224996876d0826ad521ee7078ca_504"
"aroL","","Shikimate kinase 2","8","8","1","11","2592","","","","476","476","476","SPN_00549","c42d22b1a89013949a40735112065cff_723","1651352c2107c8e99d1e2755be326f79_619","60840bfe9c73a8f6158b7bc25c0cbd81_831","a0f7cc78741c7df6a041aa1969fd6ff0_679","c456f1c0372d74d556a5dc3af636a419_1285","731f4f343d163482ebf56e977393a970_983","ca0cc224996876d0826ad521ee7078ca_1173"
"gph_1","","Phosphoglycolate phosphatase","8","8","1","11","1492","","","","527","527","527","SPN_00212","c42d22b1a89013949a40735112065cff_26","1651352c2107c8e99d1e2755be326f79_224","60840bfe9c73a8f6158b7bc25c0cbd81_502","a0f7cc78741c7df6a041aa1969fd6ff0_939","c456f1c0372d74d556a5dc3af636a419_164","731f4f343d163482ebf56e977393a970_26","ca0cc224996876d0826ad521ee7078ca_534"
"group_3221","","Putative NrdI-like protein","8","8","1","11","3399","","","","470","470","470","SPN_01242","c42d22b1a89013949a40735112065cff_198","1651352c2107c8e99d1e2755be326f79_1001","60840bfe9c73a8f6158b7bc25c0cbd81_326","a0f7cc78741c7df6a041aa1969fd6ff0_74","c456f1c0372d74d556a5dc3af636a419_2084","731f4f343d163482ebf56e977393a970_720","ca0cc224996876d0826ad521ee7078ca_254"
"smpB","","SsrA-binding protein","8","8","1","11","3166","","","","467","467","467","SPN_01586","c42d22b1a89013949a40735112065cff_850","1651352c2107c8e99d1e2755be326f79_1165","60840bfe9c73a8f6158b7bc25c0cbd81_1424","a0f7cc78741c7df6a041aa1969fd6ff0_1127","c456f1c0372d74d556a5dc3af636a419_450","731f4f343d163482ebf56e977393a970_1519","ca0cc224996876d0826ad521ee7078ca_1355"
"msmE","","Multiple sugar-binding protein","8","8","1","11","1738","","","","1259","1259","1259","SPN_02051","c42d22b1a89013949a40735112065cff_1823","1651352c2107c8e99d1e2755be326f79_1823","60840bfe9c73a8f6158b7bc25c0cbd81_1980","a0f7cc78741c7df6a041aa1969fd6ff0_814","c456f1c0372d74d556a5dc3af636a419_13","731f4f343d163482ebf56e977393a970_1272","ca0cc224996876d0826ad521ee7078ca_383"
"mngB","","Mannosylglycerate hydrolase","8","8","1","11","331","","","","2636","2645","2643","SPN_01403","c42d22b1a89013949a40735112065cff_422","1651352c2107c8e99d1e2755be326f79_1197","60840bfe9c73a8f6158b7bc25c0cbd81_746","a0f7cc78741c7df6a041aa1969fd6ff0_1343","c456f1c0372d74d556a5dc3af636a419_1005","731f4f343d163482ebf56e977393a970_1111","ca0cc224996876d0826ad521ee7078ca_1003"
"liaS","","Sensor histidine kinase LiaS","8","8","1","11","3098","","","","995","995","995","SPN_01010","c42d22b1a89013949a40735112065cff_1412","1651352c2107c8e99d1e2755be326f79_18","60840bfe9c73a8f6158b7bc25c0cbd81_118","a0f7cc78741c7df6a041aa1969fd6ff0_286","c456f1c0372d74d556a5dc3af636a419_821","731f4f343d163482ebf56e977393a970_637","ca0cc224996876d0826ad521ee7078ca_66"
"accC","","Biotin carboxylase","8","8","1","11","3054","","","","1367","1367","1367","SPN_00974","c42d22b1a89013949a40735112065cff_1451","1651352c2107c8e99d1e2755be326f79_2084","60840bfe9c73a8f6158b7bc25c0cbd81_89","a0f7cc78741c7df6a041aa1969fd6ff0_322","c456f1c0372d74d556a5dc3af636a419_784","731f4f343d163482ebf56e977393a970_599","ca0cc224996876d0826ad521ee7078ca_28"
"greA","","Transcription elongation factor GreA","8","8","1","11","2215","","","","482","482","482","SPN_00426","c42d22b1a89013949a40735112065cff_1458","1651352c2107c8e99d1e2755be326f79_2025","60840bfe9c73a8f6158b7bc25c0cbd81_1153","a0f7cc78741c7df6a041aa1969fd6ff0_556","c456f1c0372d74d556a5dc3af636a419_2117","731f4f343d163482ebf56e977393a970_240","ca0cc224996876d0826ad521ee7078ca_841"
"iolW","","scyllo-inositol 2-dehydrogenase (NADP(+))","8","8","1","11","2369","","","","977","977","977","SPN_00455","c42d22b1a89013949a40735112065cff_2020","1651352c2107c8e99d1e2755be326f79_289","60840bfe9c73a8f6158b7bc25c0cbd81_1793","a0f7cc78741c7df6a041aa1969fd6ff0_585","c456f1c0372d74d556a5dc3af636a419_1533","731f4f343d163482ebf56e977393a970_882","ca0cc224996876d0826ad521ee7078ca_1538"
"cpoA","","Alpha-galactosylglucosyldiacylglycerol synthase","8","8","1","11","2266","","","","1043","1043","1043","SPN_01810","c42d22b1a89013949a40735112065cff_1794","1651352c2107c8e99d1e2755be326f79_2143","60840bfe9c73a8f6158b7bc25c0cbd81_1872","a0f7cc78741c7df6a041aa1969fd6ff0_1734","c456f1c0372d74d556a5dc3af636a419_906","731f4f343d163482ebf56e977393a970_1923","ca0cc224996876d0826ad521ee7078ca_1943"
"mcrB","","5-methylcytosine-specific restriction enzyme B","8","8","1","11","2712","","","","710","1931","1623","SPN_00619","c42d22b1a89013949a40735112065cff_1751","1651352c2107c8e99d1e2755be326f79_1788","60840bfe9c73a8f6158b7bc25c0cbd81_899","a0f7cc78741c7df6a041aa1969fd6ff0_749","c456f1c0372d74d556a5dc3af636a419_579","731f4f343d163482ebf56e977393a970_1347","ca0cc224996876d0826ad521ee7078ca_1563"
"spo0C","","Chromosome-partitioning protein Spo0J","8","8","1","11","670","","","","743","743","743","SPN_01309","c42d22b1a89013949a40735112065cff_1210","1651352c2107c8e99d1e2755be326f79_1752","60840bfe9c73a8f6158b7bc25c0cbd81_1230","a0f7cc78741c7df6a041aa1969fd6ff0_1564","c456f1c0372d74d556a5dc3af636a419_2053","731f4f343d163482ebf56e977393a970_1884","ca0cc224996876d0826ad521ee7078ca_1098"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase","8","8","1","11","600","","","","719","719","719","SPN_01999","c42d22b1a89013949a40735112065cff_995","1651352c2107c8e99d1e2755be326f79_321","60840bfe9c73a8f6158b7bc25c0cbd81_1757","a0f7cc78741c7df6a041aa1969fd6ff0_1624","c456f1c0372d74d556a5dc3af636a419_2043","731f4f343d163482ebf56e977393a970_1825","ca0cc224996876d0826ad521ee7078ca_874"
"tig","","Trigger factor","8","8","1","11","3083","","","","1283","1283","1283","SPN_00997","c42d22b1a89013949a40735112065cff_1428","1651352c2107c8e99d1e2755be326f79_13","60840bfe9c73a8f6158b7bc25c0cbd81_112","a0f7cc78741c7df6a041aa1969fd6ff0_299","c456f1c0372d74d556a5dc3af636a419_807","731f4f343d163482ebf56e977393a970_632","ca0cc224996876d0826ad521ee7078ca_51"
"livH_1","","High-affinity branched-chain amino acid transport system permease protein LivH","8","8","1","11","574","","","","956","956","956","SPN_02069","c42d22b1a89013949a40735112065cff_970","1651352c2107c8e99d1e2755be326f79_345","60840bfe9c73a8f6158b7bc25c0cbd81_1610","a0f7cc78741c7df6a041aa1969fd6ff0_2074","c456f1c0372d74d556a5dc3af636a419_636","731f4f343d163482ebf56e977393a970_248","ca0cc224996876d0826ad521ee7078ca_898"
"yecS_1","","L-cystine transport system permease protein YecS","8","8","1","11","3029","","","","1565","1565","1565","SPN_00950","c42d22b1a89013949a40735112065cff_2082","1651352c2107c8e99d1e2755be326f79_445","60840bfe9c73a8f6158b7bc25c0cbd81_66","a0f7cc78741c7df6a041aa1969fd6ff0_346","c456f1c0372d74d556a5dc3af636a419_762","731f4f343d163482ebf56e977393a970_575","ca0cc224996876d0826ad521ee7078ca_4"
"zwf","","Glucose-6-phosphate 1-dehydrogenase","8","8","1","11","2723","","","","1487","1487","1487","SPN_00628","c42d22b1a89013949a40735112065cff_1742","1651352c2107c8e99d1e2755be326f79_1029","60840bfe9c73a8f6158b7bc25c0cbd81_908","a0f7cc78741c7df6a041aa1969fd6ff0_758","c456f1c0372d74d556a5dc3af636a419_570","731f4f343d163482ebf56e977393a970_1338","ca0cc224996876d0826ad521ee7078ca_1572"
"arlR_1","","Response regulator ArlR","8","8","1","11","3110","","","","686","689","688","SPN_01020","c42d22b1a89013949a40735112065cff_1401","1651352c2107c8e99d1e2755be326f79_30","60840bfe9c73a8f6158b7bc25c0cbd81_129","a0f7cc78741c7df6a041aa1969fd6ff0_276","c456f1c0372d74d556a5dc3af636a419_1103","731f4f343d163482ebf56e977393a970_648","ca0cc224996876d0826ad521ee7078ca_77"
"rnhB","","Ribonuclease HII","8","8","1","11","1876","","","","779","779","779","SPN_01927","c42d22b1a89013949a40735112065cff_649","1651352c2107c8e99d1e2755be326f79_1550","60840bfe9c73a8f6158b7bc25c0cbd81_1749","a0f7cc78741c7df6a041aa1969fd6ff0_2019","c456f1c0372d74d556a5dc3af636a419_846","731f4f343d163482ebf56e977393a970_1594","ca0cc224996876d0826ad521ee7078ca_1759"
"group_3238","","hypothetical protein","8","8","1","11","2899","","","","233","233","233","SPN_00866","c42d22b1a89013949a40735112065cff_567","1651352c2107c8e99d1e2755be326f79_367","60840bfe9c73a8f6158b7bc25c0cbd81_1838","a0f7cc78741c7df6a041aa1969fd6ff0_429","c456f1c0372d74d556a5dc3af636a419_497","731f4f343d163482ebf56e977393a970_498","ca0cc224996876d0826ad521ee7078ca_1778"
"manZ_1","","PTS system mannose-specific EIID component","8","8","1","11","952","","","","818","818","818","SPN_01068","c42d22b1a89013949a40735112065cff_1356","1651352c2107c8e99d1e2755be326f79_59","60840bfe9c73a8f6158b7bc25c0cbd81_173","a0f7cc78741c7df6a041aa1969fd6ff0_231","c456f1c0372d74d556a5dc3af636a419_1148","731f4f343d163482ebf56e977393a970_1729","ca0cc224996876d0826ad521ee7078ca_122"
"group_3240","","hypothetical protein","8","8","1","11","616","","","","236","236","236","SPN_02034","c42d22b1a89013949a40735112065cff_1008","1651352c2107c8e99d1e2755be326f79_308","60840bfe9c73a8f6158b7bc25c0cbd81_1771","a0f7cc78741c7df6a041aa1969fd6ff0_1610","c456f1c0372d74d556a5dc3af636a419_1018","731f4f343d163482ebf56e977393a970_1843","ca0cc224996876d0826ad521ee7078ca_861"
"group_3241","","hypothetical protein","8","8","1","11","3210","","","","215","215","215","SPN_01613","c42d22b1a89013949a40735112065cff_822","1651352c2107c8e99d1e2755be326f79_797","60840bfe9c73a8f6158b7bc25c0cbd81_1452","a0f7cc78741c7df6a041aa1969fd6ff0_1155","c456f1c0372d74d556a5dc3af636a419_473","731f4f343d163482ebf56e977393a970_1547","ca0cc224996876d0826ad521ee7078ca_1384"
"oppD","","Oligopeptide transport ATP-binding protein OppD","8","8","1","11","1746","","","","1067","1067","1067","SPN_02059","c42d22b1a89013949a40735112065cff_1336","1651352c2107c8e99d1e2755be326f79_1831","60840bfe9c73a8f6158b7bc25c0cbd81_1988","a0f7cc78741c7df6a041aa1969fd6ff0_822","c456f1c0372d74d556a5dc3af636a419_21","731f4f343d163482ebf56e977393a970_1264","ca0cc224996876d0826ad521ee7078ca_391"
"group_3243","","hypothetical protein","8","8","1","11","2387","","","","494","494","494","SPN_00473","c42d22b1a89013949a40735112065cff_2002","1651352c2107c8e99d1e2755be326f79_274","60840bfe9c73a8f6158b7bc25c0cbd81_1809","a0f7cc78741c7df6a041aa1969fd6ff0_603","c456f1c0372d74d556a5dc3af636a419_1549","731f4f343d163482ebf56e977393a970_898","ca0cc224996876d0826ad521ee7078ca_1519"
"yjbK","","Putative triphosphatase YjbK","8","8","1","11","2289","","","","569","569","569","SPN_01887","c42d22b1a89013949a40735112065cff_1770","1651352c2107c8e99d1e2755be326f79_1986","60840bfe9c73a8f6158b7bc25c0cbd81_1678","a0f7cc78741c7df6a041aa1969fd6ff0_1242","c456f1c0372d74d556a5dc3af636a419_885","731f4f343d163482ebf56e977393a970_1902","ca0cc224996876d0826ad521ee7078ca_1836"
"group_3245","","hypothetical protein","8","8","1","11","2230","","","","272","272","272","SPN_01649","c42d22b1a89013949a40735112065cff_1841","1651352c2107c8e99d1e2755be326f79_835","60840bfe9c73a8f6158b7bc25c0cbd81_2015","a0f7cc78741c7df6a041aa1969fd6ff0_1191","c456f1c0372d74d556a5dc3af636a419_1963","731f4f343d163482ebf56e977393a970_386","ca0cc224996876d0826ad521ee7078ca_1954"
"fabM","","Trans-2-decenoyl-[acyl-carrier-protein] isomerase","8","8","1","11","3064","","","","785","785","785","SPN_00984","c42d22b1a89013949a40735112065cff_1441","1651352c2107c8e99d1e2755be326f79_2179","60840bfe9c73a8f6158b7bc25c0cbd81_99","a0f7cc78741c7df6a041aa1969fd6ff0_312","c456f1c0372d74d556a5dc3af636a419_794","731f4f343d163482ebf56e977393a970_609","ca0cc224996876d0826ad521ee7078ca_38"
"group_3247","","hypothetical protein","8","8","1","11","3078","","","","548","548","548","SPN_00992","c42d22b1a89013949a40735112065cff_1433","1651352c2107c8e99d1e2755be326f79_8","60840bfe9c73a8f6158b7bc25c0cbd81_107","a0f7cc78741c7df6a041aa1969fd6ff0_304","c456f1c0372d74d556a5dc3af636a419_802","731f4f343d163482ebf56e977393a970_627","ca0cc224996876d0826ad521ee7078ca_46"
"rpsP","","30S ribosomal protein S16","8","8","1","11","596","","","","272","272","272","SPN_02003","c42d22b1a89013949a40735112065cff_991","1651352c2107c8e99d1e2755be326f79_325","60840bfe9c73a8f6158b7bc25c0cbd81_1590","a0f7cc78741c7df6a041aa1969fd6ff0_1628","c456f1c0372d74d556a5dc3af636a419_2039","731f4f343d163482ebf56e977393a970_1821","ca0cc224996876d0826ad521ee7078ca_878"
